id,en,zh,pos,stage,difficulty
641,orange,"橙子；橙色（的）",n./adj.,"小学",A1
642,our,"我们的",pron.,"小学",A1
643,ours,"我们的",pron.,"小学",A1
644,out,"在外面；向外",adv./prep.,"小学",A1
645,outside,"在户外",adv.,"小学",A1
646,over,"在……上方；结束",prep./adv.,"小学",A1
647,p.m.,"下午",abbr.,"小学",A1
648,pack,"收拾",v.,"小学",A1
649,paint,"用颜料绘画",v.,"小学",A1
650,painting,"绘画",n.,"小学",A1
651,pair,"一双，一对",n.,"小学",A1
652,panda,"熊猫",n.,"小学",A1
653,pants,"裤子",n.,"小学",A1
654,paper,"纸",n.,"小学",A1
655,parent,"父（母）",n.,"小学",A1
656,parents,"父母",n.,"小学",A1
657,park,"公园；停放",n./v.,"小学",A1
658,part,"角色",n.,"小学",A1
659,party,"聚会，派对",n.,"小学",A1
660,pass,"传递",v.,"小学",A1
661,path,"小路",n.,"小学",A1
662,pay,"付款；工资",v./n.,"小学",A1
663,"pay attention to","注意",v.,"小学",A1
664,"PE (=physical education)","体育",n.,"小学",A1
665,"PE class","体育课",n.,"小学",A1
666,peach,"桃子",n.,"小学",A1
667,pear,"梨",n.,"小学",A1
668,pen,"钢笔",n.,"小学",A1
669,"pen pal","笔友",n.,"小学",A1
670,pencil,"铅笔",n.,"小学",A1
671,"pencil box","铅笔盒",n.,"小学",A1
672,people,"人，人们",n.,"小学",A1
673,pet,"宠物",n.,"小学",A1
674,phone,"电话",n.,"小学",A1
675,photo,"照片",n.,"小学",A1
676,"photo (=photograph)","照片",n.,"小学",A1
677,piano,"钢琴",n.,"小学",A1
678,pick,"摘",v.,"小学",A1
679,"pick apples","摘苹果",v.,"小学",A1
680,picnic,"野餐",n.,"小学",A1
681,picture,"图片，照片",n.,"小学",A1
682,pie,"馅饼",n.,"小学",A1
683,pig,"猪",n.,"小学",A1
684,pillow,"枕头",n.,"小学",A1
685,pilot,"飞行员",n.,"小学",A1
686,ping-pong,"乒乓球",n.,"小学",A1
687,pink,"粉色（的）",adj./n.,"小学",A1
688,pizza,"比萨饼",n.,"小学",A1
689,place,"地方",n.,"小学",A1
690,plane,"飞机",n.,"小学",A1
691,planet,"行星",n.,"小学",A1
692,plant,"植物；种植",n./v.,"小学",A1
693,plate,"盘子",n.,"小学",A1
694,play,"玩；演奏；戏剧",v./n.,"小学",A1
695,"play basketball","打篮球",v.,"小学",A1
696,"play football","踢足球",v.,"小学",A1
697,"play ping-pong","打乒乓球",v.,"小学",A1
698,"play sports","进行体育运动",v.,"小学",A1
699,"play the pipa","弹琵琶",v.,"小学",A1
700,playground,"操场",n.,"小学",A1
701,playing,"玩",v.,"小学",A1
702,please,"请",v./interj.,"小学",A1
703,pocket,"口袋",n.,"小学",A1
704,poem,"诗",n.,"小学",A1
705,police,"警察",n.,"小学",A1
706,"police officer","警察",n.,"小学",A1
707,polite,"有礼貌的",adj.,"小学",A1
708,"post office","邮局",n.,"小学",A1
709,postcard,"明信片",n.,"小学",A1
710,postman,"邮递员",n.,"小学",A1
711,pot,"锅",n.,"小学",A1
712,potato,"土豆",n.,"小学",A1
713,pretty,"美丽的",adj.,"小学",A1
714,price,"价格",n.,"小学",A1
715,prince,"王子",n.,"小学",A1
716,princess,"公主",n.,"小学",A1
717,prize,"奖品",n.,"小学",A1
718,problem,"问题",n.,"小学",A1
719,program,"节目",n.,"小学",A1
720,pull,"拉；拽",v.,"小学",A1
721,pupil,"小学生",n.,"小学",A1
722,puppy,"小狗",n.,"小学",A1
723,purple,"紫色",adj./n.,"小学",A1
724,put,"放",v.,"小学",A1
725,puzzle,"谜",n.,"小学",A1
726,queen,"皇后",n.,"小学",A1
727,question,"问题；提问",n./v.,"小学",A1
728,quickly,"迅速地",adv.,"小学",A1
729,quiet,"安静的",adj.,"小学",A1
730,rabbit,"兔子",n.,"小学",A1
731,race,"比赛",n.,"小学",A1
732,radio,"收音机",n.,"小学",A1
733,rain,"雨；下雨",n./v.,"小学",A1
734,rainbow,"彩虹",n.,"小学",A1
735,rainy,"下雨的",adj.,"小学",A1
736,read,"读",v.,"小学",A1
737,"read a book","读书",v.,"小学",A1
738,"reading a book","读书",v.,"小学",A1
739,"reading stories","读故事",n.,"小学",A1
740,ready,"准备好了",adj.,"小学",A1
741,red,"红色（的）",adj./n.,"小学",A1
742,reporter,"记者",n.,"小学",A1
743,restaurant,"餐馆",n.,"小学",A1
744,rice,"米饭",n.,"小学",A1
745,riddle,"谜语",n.,"小学",A1
746,right,"正确的；右边；正好",adj./n./adv.,"小学",A1
747,ring,"戒指",n.,"小学",A1
748,river,"河流",n.,"小学",A1
749,robot,"机器人",n.,"小学",A1
750,rock,"岩石",n.,"小学",A1
751,rode,"骑（过去式）",v.,"小学",A1
752,room,"房间",n.,"小学",A1
753,rope,"绳子",n.,"小学",A1
754,ruler,"尺子",n.,"小学",A1
755,run,"跑",v.,"小学",A1
756,sad,"难过的",adj.,"小学",A1
757,safe,"安全的",adj.,"小学",A1
758,salad,"沙拉",n.,"小学",A1
759,sale,"特价销售",n.,"小学",A1
760,sand,"沙子",n.,"小学",A1
761,sandwich,"三明治",n.,"小学",A1
762,Saturday,"星期六",n.,"小学",A1
763,saw,"看见（过去式）",v.,"小学",A1
764,"saw a film","看电影",v.,"小学",A1
765,say,"说",v.,"小学",A1
766,scarf,"围巾",n.,"小学",A1
767,school,"学校",n.,"小学",A1
768,schoolbag,"书包",n.,"小学",A1
769,science,"科学",n.,"小学",A1
770,scientist,"科学家",n.,"小学",A1
771,scissors,"剪刀",n.,"小学",A1
772,screen,"屏幕",n.,"小学",A1
773,sea,"海",n.,"小学",A1
774,seal,"海豹",n.,"小学",A1
775,season,"季节",n.,"小学",A1
776,seat,"座位",n.,"小学",A1
777,second,"第二",num.,"小学",A1
778,"second floor","二楼",n.,"小学",A1
779,secretary,"秘书",n.,"小学",A1
780,see,"看见",v.,"小学",A1
781,"see a doctor","看病",v.,"小学",A1
782,"see a film","看电影",v.,"小学",A1
783,sell,"卖",v.,"小学",A1
784,send,"发送；邮寄",v.,"小学",A1
785,September,"九月",n.,"小学",A1
786,seven,"七",num.,"小学",A1
787,seventeen,"十七",num.,"小学",A1
788,shadow,"阴影",n.,"小学",A1
789,shall,"表示征求意见","modal v.","小学",A1
790,share,"分享",v.,"小学",A1
791,shark,"鲨鱼",n.,"小学",A1
792,she,"她",pron.,"小学",A1
793,"sheep (pl. sheep)","绵羊",n.,"小学",A1
794,shelf,"书架",n.,"小学",A1
795,ship,"船",n.,"小学",A1
796,shirt,"衬衫",n.,"小学",A1
797,shoe,"鞋",n.,"小学",A1
798,shoes,"鞋子",n.,"小学",A1
799,shop,"商店；购物",n./v.,"小学",A1
800,short,"短的；矮的",adj.,"小学",A1
801,"short hair","短头发",n.,"小学",A1
802,shorter,"更矮的",adj.,"小学",A1
803,shorts,"短裤",n.,"小学",A1
804,should,"应该","modal v.","小学",A1
805,show,"展示；表演",v./n.,"小学",A1
806,shy,"害羞的",adj.,"小学",A1
807,sing,"唱歌",v.,"小学",A1
808,Singapore,"新加坡",n.,"小学",A1
809,singing,"唱歌",n.,"小学",A1
810,sir,"先生",n.,"小学",A1
811,sister,"姐，妹",n.,"小学",A1
812,sit,"坐下",v.,"小学",A1
813,six,"六",num.,"小学",A1
814,sixteen,"十六",num.,"小学",A1
815,size,"尺码",n.,"小学",A1
816,skirt,"短裙",n.,"小学",A1
817,sled,"雪橇",n.,"小学",A1
818,sleep,"睡觉",v./n.,"小学",A1
819,sleeping,"睡觉",v.,"小学",A1
820,slept,"睡觉",v.,"小学",A1
821,slow,"慢的",adj.,"小学",A1
822,"slow down","减速",v.,"小学",A1
823,small,"小的",adj.,"小学",A1
824,smaller,"更小的",adj.,"小学",A1
825,smarter,"更聪明的",adj.,"小学",A1
826,snake,"蛇",n.,"小学",A1
827,snow,"雪；下雪",n./v.,"小学",A1
828,snowman,"雪人",n.,"小学",A1
829,snowy,"下雪的",adj.,"小学",A1
830,so,"如此；所以",adv./conj.,"小学",A1
831,soap,"肥皂",n.,"小学",A1
832,sock,"袜子",n.,"小学",A1
833,socks,"袜子",n.,"小学",A1
834,sofa,"沙发",n.,"小学",A1
835,some,"一些",adj./pron.,"小学",A1
836,sometimes,"有时",adv.,"小学",A1
837,song,"歌曲",n.,"小学",A1
838,sorry,"抱歉的",adj.,"小学",A1
839,sound,"听起来",v.,"小学",A1
840,soup,"汤",n.,"小学",A1
841,space,"空间；太空",n.,"小学",A1
842,Spanish,"西班牙的",adj.,"小学",A1
843,speak,"说，讲",v.,"小学",A1
844,"speak English","说英语",v.,"小学",A1
845,special,"特殊的",adj.,"小学",A1
846,"sperm whale","抹香鲸",n.,"小学",A1
847,spoon,"勺子",n.,"小学",A1
848,sport,"体育运动",n.,"小学",A1
849,sports,"体育运动",n.,"小学",A1
850,"sports meet","运动会",n.,"小学",A1
851,spring,"春天",n.,"小学",A1
852,squid,"鱿鱼",n.,"小学",A1
853,squirrel,"松鼠",n.,"小学",A1
854,stand,"站立",v.,"小学",A1
855,star,"星星；明星",n.,"小学",A1
856,start,"开始",v.,"小学",A1
857,stay,"保持",v.,"小学",A1
858,stayed,"停留",v.,"小学",A1
859,still,"仍然",adv.,"小学",A1
860,stone,"石头",n.,"小学",A1
861,stop,"停止；车站",v./n.,"小学",A1
862,storm,"暴风雨",n.,"小学",A1
863,story,"故事",n.,"小学",A1
864,story-book,"故事书",n.,"小学",A1
865,straight,"笔直地",adv.,"小学",A1
866,strawberry,"草莓",n.,"小学",A1
867,street,"街道",n.,"小学",A1
868,strict,"严格的",adj.,"小学",A1
869,strong,"强壮的；坚强的",adj.,"小学",A1
870,stronger,"更强壮的",adj.,"小学",A1
871,stuck,"陷住；无法移动",adj.,"小学",A1
872,student,"学生",n.,"小学",A1
873,studies,"学习（三单）",v.,"小学",A1
874,study,"学习；研究",v./n.,"小学",A1
875,subject,"学科；主题",n.,"小学",A1
876,subway,"地铁",n.,"小学",A1
877,summer,"夏天",n.,"小学",A1
878,sun,"太阳",n.,"小学",A1
879,Sunday,"星期日",n.,"小学",A1
880,sunglasses,"太阳镜",n.,"小学",A1
881,sunny,"晴朗的",adj.,"小学",A1
882,supermarket,"超市",n.,"小学",A1
883,sure,"确信的；当然",adj./adv.,"小学",A1
884,sushi,"寿司",n.,"小学",A1
885,sweater,"毛衣",n.,"小学",A1
886,sweep,"打扫",v.,"小学",A1
887,sweet,"甜的",adj.,"小学",A1
888,swim,"游泳",v./n.,"小学",A1
889,swing,"秋千",n.,"小学",A1
890,Sydney,"悉尼",n.,"小学",A1
891,table,"桌子",n.,"小学",A1
892,tail,"尾巴",n.,"小学",A1
893,take,"拿，取；花费",v.,"小学",A1
894,"take a deep breath","深深吸一口气",v.,"小学",A1
895,"take a trip","去旅行",v.,"小学",A1
896,"take turns","按顺序来",v.,"小学",A1
897,talk,"谈话",v./n.,"小学",A1
898,"talk quietly","小声说话",v.,"小学",A1
899,tall,"高的",adj.,"小学",A1
900,taller,"更高的",adj.,"小学",A1
901,taxi,"出租车",n.,"小学",A1
902,tea,"茶",n.,"小学",A1
903,teach,"教",v.,"小学",A1
904,teacher,"老师",n.,"小学",A1
905,"teacher's desk","讲台",n.,"小学",A1
906,"teacher's office","教师办公室",n.,"小学",A1
907,tell,"告诉",v.,"小学",A1
908,ten,"十",num.,"小学",A1
909,than,"比",conj./prep.,"小学",A1
910,thank,"谢谢",v./n.,"小学",A1
911,Thanksgiving,"感恩节",n.,"小学",A1
912,that,"那，那个",pron./adj.,"小学",A1
913,the,"这（那）个，这（那）些",art.,"小学",A1
914,"the Great Wall","长城",n.,"小学",A1
915,their,"他/她/它们的",pron.,"小学",A1
916,theirs,"他们的",pron.,"小学",A1
917,them,"他/她/它们（宾格）",pron.,"小学",A1
918,then,"然后；那时",adv.,"小学",A1
919,there,"在那里",adv.,"小学",A1
920,these,"这些",pron./adj.,"小学",A1
921,they,"他们",pron.,"小学",A1
922,thin,"瘦的；薄的",adj.,"小学",A1
923,thing,"事情",n.,"小学",A1
924,think,"认为，想",v.,"小学",A1
925,thinner,"更瘦的",adj.,"小学",A1
926,third,"第三",num.,"小学",A1
927,thirsty,"渴的",adj.,"小学",A1
928,thirteen,"十三",num.,"小学",A1
929,thirty,"三十",num.,"小学",A1
930,thirty-one,"三十一",num.,"小学",A1
931,this,"这，这个",pron./adj.,"小学",A1
932,those,"那些",pron./adj.,"小学",A1
933,thought,"想",v.,"小学",A1
934,three,"三",num.,"小学",A1
935,Thursday,"星期四",n.,"小学",A1
936,tidy,"整洁的；整理",adj./v.,"小学",A1
937,tiger,"老虎",n.,"小学",A1
938,till,"直到",prep.,"小学",A1
939,time,"时间；次数",n.,"小学",A1
940,tired,"累的，疲劳的",adj.,"小学",A1
941,to,"向，往",prep.,"小学",A1
942,today,"今天",n./adv.,"小学",A1
943,together,"一起",adv.,"小学",A1
944,toilet,"厕所",n.,"小学",A1
945,tomato,"西红柿",n.,"小学",A1
946,tomorrow,"明天",n./adv.,"小学",A1
947,ton,"吨",n.,"小学",A1
948,tonight,"在今晚",adv.,"小学",A1
949,too,"也；太",adv.,"小学",A1
950,took,"拍照（过去式）",v.,"小学",A1
951,"took pictures","拍照",v.,"小学",A1
952,tool,"工具",n.,"小学",A1
953,top,"顶部；顶端的",n./adj.,"小学",A1
954,tower,"塔",n.,"小学",A1
955,toy,"玩具",n.,"小学",A1
956,traffic,"交通",n.,"小学",A1
957,"traffic lights","交通灯",n.,"小学",A1
958,train,"火车；训练",n./v.,"小学",A1
959,travel,"旅行",v./n.,"小学",A1
960,treasure,"宝藏",n.,"小学",A1
961,tree,"树",n.,"小学",A1
962,trip,"旅行",n.,"小学",A1
963,trousers,"裤子",n.,"小学",A1
964,try,"尝试；努力",v./n.,"小学",A1
965,"try on","试穿",v.,"小学",A1
966,Tuesday,"星期二",n.,"小学",A1
967,turn,"转动；轮流",v./n.,"小学",A1
968,"turn left","左转",v.,"小学",A1
969,"turn right","右转",v.,"小学",A1
970,Turpan,"吐鲁番",n.,"小学",A1
971,"TV (=television)","电视",n.,"小学",A1
972,twelfth,"第十二",num.,"小学",A1
973,twelve,"十二",num.,"小学",A1
974,twentieth,"第二十",num.,"小学",A1
975,twenty,"二十",num.,"小学",A1
976,twenty-one,"二十一",num.,"小学",A1
977,two,"二",num.,"小学",A1
978,type,"打字",v.,"小学",A1
979,UK,"英国",n.,"小学",A1
980,umbrella,"雨伞",n.,"小学",A1
981,uncle,"叔叔，伯伯",n.,"小学",A1
982,under,"在……下面",prep.,"小学",A1
983,university,"大学",n.,"小学",A1
984,up,"向上",adv./prep.,"小学",A1
985,us,"我们（宾格）",pron.,"小学",A1
986,USA,"美国",n.,"小学",A1
987,use,"使用",v./n.,"小学",A1
988,usually,"通常",adv.,"小学",A1
989,vacation,"假期",n.,"小学",A1
990,vegetable,"蔬菜",n.,"小学",A1
991,very,"很，非常",adv./adj.,"小学",A1
992,village,"村庄",n.,"小学",A1
993,violin,"小提琴",n.,"小学",A1
994,visit,"拜访，参观",v./n.,"小学",A1
995,wait,"等待",v.,"小学",A1
996,wake,"醒来；叫醒",v.,"小学",A1
997,walk,"走；步行",v./n.,"小学",A1
998,wall,"墙",n.,"小学",A1
999,want,"想要",v.,"小学",A1
1000,warm,"温暖的",adj.,"小学",A1
1001,wash,"洗",v.,"小学",A1
1002,washed,"洗",v.,"小学",A1
1003,watch,"观看；手表",v./n.,"小学",A1
1004,watched,"看",v.,"小学",A1
1005,water,"水；浇水",n./v.,"小学",A1
1006,"water bottle","水瓶",n.,"小学",A1
1007,watermelon,"西瓜",n.,"小学",A1
1008,way,"方法；道路",n.,"小学",A1
1009,we,"我们",pron.,"小学",A1
1010,wear,"穿着，戴着",v.,"小学",A1
1011,weather,"天气",n.,"小学",A1
1012,Wednesday,"星期三",n.,"小学",A1
1013,week,"星期",n.,"小学",A1
1014,weekend,"周末",n.,"小学",A1
1015,welcome,"欢迎",v./adj./interj.,"小学",A1
1016,well,"好地；健康的",adv./adj.,"小学",A1
1017,went,"去（过去式）",v.,"小学",A1
1018,"went camping","去野营",v.,"小学",A1
1019,"went fishing","去钓鱼",v.,"小学",A1
1020,whale,"鲸鱼",n.,"小学",A1
1021,what,"什么",pron./adj.,"小学",A1
1022,when,"什么时候",adv./conj.,"小学",A1
1023,where,"在哪里",adv.,"小学",A1
1024,which,"哪一个",pron./adj.,"小学",A1
1025,white,"白色（的）",adj./n.,"小学",A1
1026,who,"谁",pron.,"小学",A1
1027,whose,"谁的",pron.,"小学",A1
1028,why,"为什么",adv.,"小学",A1
1029,will,"将，会","modal v.","小学",A1
1030,win,"赢，获胜",v.,"小学",A1
1031,window,"窗户",n.,"小学",A1
1032,windy,"有风的",adj.,"小学",A1
1033,winter,"冬天",n.,"小学",A1
1034,wish,"希望；祝愿",v./n.,"小学",A1
1035,with,"和；用；带有",prep.,"小学",A1
1036,woke,"醒（过去式）",v.,"小学",A1
1037,wolf,"狼",n.,"小学",A1
1038,woman,"女人",n.,"小学",A1
1039,"woman (pl. women)","女人",n.,"小学",A1
1040,wonderful,"美妙的，极好的",adj.,"小学",A1
1041,wood,"木头",n.,"小学",A1
1042,word,"词，单词",n.,"小学",A1
1043,"word book","单词书",n.,"小学",A1
1044,work,"工作",v./n.,"小学",A1
1045,worker,"工人",n.,"小学",A1
1046,world,"世界",n.,"小学",A1
1047,worried,"担心的",adj.,"小学",A1
1048,worry,"担心",v./n.,"小学",A1
1049,write,"写",v.,"小学",A1
1050,wrong,"错误的",adj.,"小学",A1
1051,year,"年",n.,"小学",A1
1052,yellow,"黄色（的）",adj./n.,"小学",A1
1053,yes,"是的",interj./n.,"小学",A1
1054,yesterday,"昨天",n./adv.,"小学",A1
1055,you,"你，你们",pron.,"小学",A1
1056,young,"年轻的",adj.,"小学",A1
1057,younger,"更年轻的",adj.,"小学",A1
1058,your,"你的，你们的",pron.,"小学",A1
1059,yours,"你的",pron.,"小学",A1
1060,yum,"味道好",interj.,"小学",A1
1061,yummy,"好吃的",adj.,"小学",A1
1062,zoo,"动物园",n.,"小学",A1
10001,"a (an)","一（个、件……）",art.,"初中",B1
10002,abandon,"放弃",v.,"初中",B1
10003,ability,"能力;才能",n.,"初中",B1
10004,able,"能够;有能力的",a.,"初中",A2
10005,about,"大约;到处;四处 prep. 关于;在各处;四处",ad.,"初中",A2
10006,above,"在…上面 a. 上面的 ad. 在…之上",prep.,"初中",A2
10007,abroad,"到（在）国外",ad.,"初中",B1
10008,absent,"缺席的",adj.,"初中",B1
10009,absolutely,"绝对地",adv.,"初中",B1
10010,academic,"学术的",adj.,"初中",B1
10011,accept,"接受",vt.,"初中",B1
10012,accessible,"可访问的",adj.,"初中",B1
10013,accident,"事故,意外",n.,"初中",B2
10014,accomplish,"完成",v.,"初中",B1
10015,accurate,"准确的",adj.,"初中",B1
10016,achieve,"实现",v.,"初中",B1
10017,achievement,"成就",n.,"初中",B1
10018,acquire,"获得",v.,"初中",B1
10019,across,"prep./ad. 横过;穿过;另一边,在对面","","初中",B1
10020,act,"法令，条例 v. 行动,（戏）表演,扮演（角色）",n.,"初中",A1
10021,action,"行动,行为,举动",n.,"初中",B1
10022,active,"积极的，主动的",a.,"初中",B1
10023,activity,"活动",n.,"初中",B2
10024,actually,"实际上",adv.,"初中",A2
10025,admire,"钦佩",v.,"初中",B1
10026,admit,"承认",v.,"初中",B1
10027,advance,"前进",v.,"初中",B1
10028,advantage,"优点；好处,有利条件",n.,"初中",B2
10029,adventure,"冒险",n.,"初中",B1
10030,advertisement,"广告",n.,"初中",B2
10031,advice,"忠告，劝告，建议",n.,"初中",B1
10032,advise,"建议",v.,"初中",B1
10033,affect,"影响",v.,"初中",B1
10034,afford,"负担得起（…的费用）；抽得出（时间）；提供",vt.,"初中",B1
10035,afraid,"害怕的；担心",a.,"初中",B1
10036,Africa,"非洲",n.,"初中",B1
10037,after,"在后；后来 prep. 在…之后 conj. 在…以后",ad.,"初中",A2
10038,afternoon,"下午，午后",n.,"初中",B2
10039,again,"再一次；再，又",ad.,"初中",A2
10040,against,"对着,反对,倚靠",prep.,"初中",B1
10041,age,"年龄；时代",n.,"初中",A1
10042,aggressive,"侵略的",adj.,"初中",B1
10043,ago,"以前",ad.,"初中",A1
10044,agree,"同意",v.,"初中",A2
10045,agreement,"协议",n.,"初中",A2
